menu_item_id,quantity_sold,sales_date,store_id
Sos Alb,3,8/16/2025,starkebab_portmall
Hot dog classic,11,8/16/2025,starkebab_portmall
Hot dog double,4,8/16/2025,starkebab_portmall
Roll Fitness,2,8/16/2025,starkebab_portmall
Roll Caesar ,4,8/16/2025,starkebab_portmall
Combo Starburger,4,8/16/2025,starkebab_portmall
Servicii Livrare,1,8/16/2025,starkebab_portmall
cu TOPPING Cașcaval,5,8/16/2025,starkebab_portmall
cu Ardei Jalapinio 10 gr GRATIS,2,8/16/2025,starkebab_portmall
Gozleme cu carne de pui,2,8/16/2025,starkebab_portmall
Plăcintă cu brânză și verdeață,1,8/16/2025,starkebab_portmall
cu Starburger Vânătoresc,2,8/16/2025,starkebab_portmall
Starburger Pui,4,8/16/2025,starkebab_portmall
Cheese StarKebab,4,8/16/2025,starkebab_portmall
Gozleme,2,8/16/2025,starkebab_portmall
Starburger Vânătoresc,2,8/16/2025,starkebab_portmall
Starburger Vânătoresc_,2,8/16/2025,starkebab_portmall
cu Lipie clasica,20,8/16/2025,starkebab_portmall
Roll cu Pui Crocant,7,8/16/2025,starkebab_portmall
Sos Sweet Chilli,2,8/16/2025,starkebab_portmall
cu TOPPING Ceapă,1,8/16/2025,starkebab_portmall
Kids Box cu roll,7,8/16/2025,starkebab_portmall
cu TOPPING Morcov Picant,2,8/16/2025,starkebab_portmall
cu Cheese StarKebab,1,8/16/2025,starkebab_portmall
Star Kebab Veggie,2,8/16/2025,starkebab_portmall
Sos Harira,1,8/16/2025,starkebab_portmall
Star Kebab Pulled Pork,12,8/16/2025,starkebab_portmall
Salată Caesar Creveți,1,8/16/2025,starkebab_portmall
cu ardei,3,8/16/2025,starkebab_portmall
Starburger Grecesc,2,8/16/2025,starkebab_portmall
cu Star Kebab Pulled Pork,1,8/16/2025,starkebab_portmall
Baiețel,3,8/16/2025,starkebab_portmall
Star Sticks,2,8/16/2025,starkebab_portmall
cu Topping Ardei Iute Jalapeno,3,8/16/2025,starkebab_portmall
cu Star Kebab Pui,5,8/16/2025,starkebab_portmall
Star Kebab Pui,97,8/16/2025,starkebab_portmall
La Pachet,2,8/16/2025,starkebab_portmall
cu Sos Burger,2,8/16/2025,starkebab_portmall
cu Star Kebab Vânătoresc,3,8/16/2025,starkebab_portmall
Star Kebab Vânătoresc,2,8/16/2025,starkebab_portmall
Starburger Pui_,2,8/16/2025,starkebab_portmall
Combo Star Kebab,10,8/16/2025,starkebab_portmall
cu Sos Alb,8,8/16/2025,starkebab_portmall
cu Cartofi pai,14,8/16/2025,starkebab_portmall
Pachet kebab livrare,1,8/15/2025,starkebab_portmall
cu Sos Muștar,1,8/15/2025,starkebab_portmall
Hot dog classic,8,8/15/2025,starkebab_portmall
La Pachet,3,8/15/2025,starkebab_portmall
cu TOPPING Cașcaval,2,8/15/2025,starkebab_portmall
Star Sticks,5,8/15/2025,starkebab_portmall
Starburger Grecesc,1,8/15/2025,starkebab_portmall
Roll cu Creveți,2,8/15/2025,starkebab_portmall
Fetiță,3,8/15/2025,starkebab_portmall
cu Sos Harira,2,8/15/2025,starkebab_portmall
Sos BBQ,2,8/15/2025,starkebab_portmall
Pachet wrap livrare,1,8/15/2025,starkebab_portmall
Star Kebab Vânătoresc,1,8/15/2025,starkebab_portmall
Falafel,1,8/15/2025,starkebab_portmall
Kids Box cu roll,6,8/15/2025,starkebab_portmall
cu Cartofi pai,21,8/15/2025,starkebab_portmall
Combo Star Kebab,21,8/15/2025,starkebab_portmall
Salată Caesar Pui,1,8/15/2025,starkebab_portmall
Sos Alb,5,8/15/2025,starkebab_portmall
Starburger Pui,1,8/15/2025,starkebab_portmall
Roll Caesar ,4,8/15/2025,starkebab_portmall
Gozleme,1,8/15/2025,starkebab_portmall
Pui crocant,2,8/15/2025,starkebab_portmall
Cheese StarKebab,8,8/15/2025,starkebab_portmall
fără cartofi,1,8/15/2025,starkebab_portmall
Roll cu Pui Crocant,9,8/15/2025,starkebab_portmall
cu ardei,3,8/15/2025,starkebab_portmall
Salată Caesar Creveți,2,8/15/2025,starkebab_portmall
cu TOPPING Carne Pui,2,8/15/2025,starkebab_portmall
Star Kebab Veggie,6,8/15/2025,starkebab_portmall
Baiețel,3,8/15/2025,starkebab_portmall
Star Kebab Pulled Pork,17,8/15/2025,starkebab_portmall
cu Star Kebab Pulled Pork,1,8/15/2025,starkebab_portmall
Sos Caesar,2,8/15/2025,starkebab_portmall
cu Star Kebab Pui,20,8/15/2025,starkebab_portmall
cu Lipie clasica,21,8/15/2025,starkebab_portmall
Platou Vânătoresc,1,8/15/2025,starkebab_portmall
Hot dog double,3,8/15/2025,starkebab_portmall
cu Sos Alb,16,8/15/2025,starkebab_portmall
Suc Naturalis 200 ml,5,8/15/2025,starkebab_portmall
Plăcintă cu brânză și verdeață,7,8/15/2025,starkebab_portmall
Star Kebab Pui,81,8/15/2025,starkebab_portmall
Cartofi pai,6,8/15/2025,starkebab_portmall
cu TOPPING Carne Porc,1,8/15/2025,starkebab_portmall
cu Sos Sweet Chilli,2,8/15/2025,starkebab_portmall
Plăcintă cu vișină,2,8/15/2025,starkebab_portmall
Pită Grecească,1,8/15/2025,starkebab_portmall
Pită Vânătorească,1,8/15/2025,starkebab_portmall
Roll Fitness,4,8/15/2025,starkebab_portmall
Gozleme cu carne de pui,1,8/15/2025,starkebab_portmall
Plăcintă cu cartofi,1,8/15/2025,starkebab_portmall
Star Kebab Vânătoresc,1,8/14/2025,starkebab_portmall
Starburger Grecesc,1,8/14/2025,starkebab_portmall
cu Ardei Jalapinio 10 gr GRATIS,1,8/14/2025,starkebab_portmall
cu TOPPING Cașcaval,2,8/14/2025,starkebab_portmall
Hot dog classic,3,8/14/2025,starkebab_portmall
Cheese StarKebab,1,8/14/2025,starkebab_portmall
Roll cu Pui Crocant,12,8/14/2025,starkebab_portmall
Plăcintă cu brânză și verdeață,6,8/14/2025,starkebab_portmall
fără roșii,2,8/14/2025,starkebab_portmall
cu Star Kebab Vânătoresc,1,8/14/2025,starkebab_portmall
cu Sos Burger,1,8/14/2025,starkebab_portmall
cu Sos Alb,18,8/14/2025,starkebab_portmall
La Pachet,2,8/14/2025,starkebab_portmall
cu Sos BBQ,1,8/14/2025,starkebab_portmall
Star Kebab Pui,88,8/14/2025,starkebab_portmall
Suc Naturalis 200 ml,4,8/14/2025,starkebab_portmall
cu Lipie clasica,21,8/14/2025,starkebab_portmall
Star Sticks,2,8/14/2025,starkebab_portmall
cu Star Kebab Pui,19,8/14/2025,starkebab_portmall
cu Sos Harira,1,8/14/2025,starkebab_portmall
Roll Fitness,3,8/14/2025,starkebab_portmall
Roll Caesar ,4,8/14/2025,starkebab_portmall
Plăcintă cu cartofi,4,8/14/2025,starkebab_portmall
Combo Star Kebab,20,8/14/2025,starkebab_portmall
cu Cartofi pai,21,8/14/2025,starkebab_portmall
cu ardei,5,8/14/2025,starkebab_portmall
Hot dog classic_,1,8/14/2025,starkebab_portmall
Sos Alb,6,8/14/2025,starkebab_portmall
Pui crocant,1,8/14/2025,starkebab_portmall
Platou Vânătoresc,1,8/14/2025,starkebab_portmall
Covridog cu sos,4,8/14/2025,starkebab_portmall
Baiețel,3,8/14/2025,starkebab_portmall
Cartofi pai,9,8/14/2025,starkebab_portmall
Starburger Vânătoresc,1,8/14/2025,starkebab_portmall
Salată Caesar Pui,1,8/14/2025,starkebab_portmall
Pită Grecească,1,8/14/2025,starkebab_portmall
Fetiță,4,8/14/2025,starkebab_portmall
Plăcintă cu vișină,3,8/14/2025,starkebab_portmall
Star Kebab Pulled Pork,1,8/14/2025,starkebab_portmall
Star Kebab Veggie,1,8/14/2025,starkebab_portmall
Sos Harira,3,8/14/2025,starkebab_portmall
cu TOPPING Carne Pui,14,8/14/2025,starkebab_portmall
Brânzoaice fine_,1,8/14/2025,starkebab_portmall
Roll cu Creveți,2,8/14/2025,starkebab_portmall
Starburger Pui,3,8/14/2025,starkebab_portmall
Combo Star Kebab Pui_,1,8/14/2025,starkebab_portmall
Kids Box cu roll,7,8/14/2025,starkebab_portmall
Bowl Hummus,2,8/13/2025,starkebab_portmall
Kids Box cu roll,2,8/13/2025,starkebab_portmall
Topping Vânătă_,2,8/13/2025,starkebab_portmall
Star Kebab Pulled Pork,1,8/13/2025,starkebab_portmall
Sos Harira,1,8/13/2025,starkebab_portmall
Gozleme cu carne de pui,1,8/13/2025,starkebab_portmall
Sos Sweet Chilli,1,8/13/2025,starkebab_portmall
cu TOPPING Ceapă,2,8/13/2025,starkebab_portmall
cu Lipie clasica,6,8/13/2025,starkebab_portmall
Star Sticks,5,8/13/2025,starkebab_portmall
Gozleme,1,8/13/2025,starkebab_portmall
Starburger Pui,4,8/13/2025,starkebab_portmall
cu Cheese StarKebab,1,8/13/2025,starkebab_portmall
Star Kebab Pulled Pork_,2,8/13/2025,starkebab_portmall
cu TOPPING Cașcaval,3,8/13/2025,starkebab_portmall
Combo Pită,2,8/13/2025,starkebab_portmall
Topping Ceapă_,2,8/13/2025,starkebab_portmall
Roll Fitness,2,8/13/2025,starkebab_portmall
Sos BBQ,2,8/13/2025,starkebab_portmall
Salată Grecească,3,8/13/2025,starkebab_portmall
cu Pită Vânătorească,2,8/13/2025,starkebab_portmall
Pită Vegetariană,1,8/13/2025,starkebab_portmall
Sos Alb,8,8/13/2025,starkebab_portmall
Salată Caesar Pui,6,8/13/2025,starkebab_portmall
Cartofi pai,15,8/13/2025,starkebab_portmall
cu TOPPING Carne Pui,3,8/13/2025,starkebab_portmall
cu Cartofi pai,8,8/13/2025,starkebab_portmall
Combo Star Kebab,6,8/13/2025,starkebab_portmall
Fetiță,2,8/13/2025,starkebab_portmall
Roll Caesar ,1,8/13/2025,starkebab_portmall
Star Kebab Pui,96,8/13/2025,starkebab_portmall
puțin ardei,2,8/13/2025,starkebab_portmall
Hot dog classic,4,8/13/2025,starkebab_portmall
cu Star Kebab Pui,5,8/13/2025,starkebab_portmall
Pachet kebab livrare,3,8/13/2025,starkebab_portmall
Suc Naturalis 200 ml,5,8/13/2025,starkebab_portmall
cu ardei,5,8/13/2025,starkebab_portmall
Plăcintă cu brânză și verdeață,3,8/13/2025,starkebab_portmall
fără cartofi,1,8/13/2025,starkebab_portmall
cu Sos Alb,8,8/13/2025,starkebab_portmall
La Pachet,2,8/13/2025,starkebab_portmall
Roll cu Pui Crocant,1,8/13/2025,starkebab_portmall
Starburger Vânătoresc,1,8/13/2025,starkebab_portmall
Pui crocant,3,8/13/2025,starkebab_portmall
Topping Ardei Iute Jalapeno_,2,8/13/2025,starkebab_portmall
Cheese StarKebab,3,8/13/2025,starkebab_portmall
Plăcintă cu brânză și verdeață,2,8/12/2025,starkebab_portmall
cu Sos Alb,3,8/12/2025,starkebab_portmall
Star Kebab Veggie,1,8/12/2025,starkebab_portmall
cu Lipie clasica,13,8/12/2025,starkebab_portmall
Gozleme cu carne de pui,1,8/12/2025,starkebab_portmall
Roll cu Pui Crocant,6,8/12/2025,starkebab_portmall
cu Star Kebab Pui,3,8/12/2025,starkebab_portmall
fără sos alb,1,8/12/2025,starkebab_portmall
Star Kebab Pui,103,8/12/2025,starkebab_portmall
Cheese StarKebab,8,8/12/2025,starkebab_portmall
Platou Vânătoresc,1,8/12/2025,starkebab_portmall
Sos Burger,1,8/12/2025,starkebab_portmall
Plăcintă cu vișină,3,8/12/2025,starkebab_portmall
Salată Grecească,1,8/12/2025,starkebab_portmall
Roll Caesar ,1,8/12/2025,starkebab_portmall
cu Star Kebab Pulled Pork,1,8/12/2025,starkebab_portmall
Hot dog double,1,8/12/2025,starkebab_portmall
Sos Alb,7,8/12/2025,starkebab_portmall
Hot dog classic,4,8/12/2025,starkebab_portmall
Starburger Pui,2,8/12/2025,starkebab_portmall
Roll cu Creveți,3,8/12/2025,starkebab_portmall
Sos Harira,6,8/12/2025,starkebab_portmall
Gozleme,1,8/12/2025,starkebab_portmall
cu TOPPING Carne Pui,7,8/12/2025,starkebab_portmall
Star Kebab Pulled Pork,2,8/12/2025,starkebab_portmall
Salată Caesar Creveți,3,8/12/2025,starkebab_portmall
cu ardei,4,8/12/2025,starkebab_portmall
fără cartofi,1,8/12/2025,starkebab_portmall
Platou Pui,1,8/12/2025,starkebab_portmall
Salată Caesar Pui,5,8/12/2025,starkebab_portmall
Star Kebab Vânătoresc,2,8/12/2025,starkebab_portmall
Combo Star Kebab,4,8/12/2025,starkebab_portmall
Pită Grecească,1,8/12/2025,starkebab_portmall
cu Cartofi pai,4,8/12/2025,starkebab_portmall
Pui crocant,5,8/12/2025,starkebab_portmall
La Pachet,1,8/12/2025,starkebab_portmall
cu TOPPING Cașcaval,2,8/12/2025,starkebab_portmall
cu Lipie integrala,1,8/12/2025,starkebab_portmall
Plăcintă cu cartofi,2,8/12/2025,starkebab_portmall
Roll Fitness,2,8/12/2025,starkebab_portmall
Star Sticks,7,8/12/2025,starkebab_portmall
Suc Naturalis 200 ml,3,8/12/2025,starkebab_portmall
Cartofi pai,14,8/12/2025,starkebab_portmall
Bowl Hummus,2,8/12/2025,starkebab_portmall
cu Sos BBQ,1,8/12/2025,starkebab_portmall
Star Kebab Pui,44,8/11/2025,starkebab_portmall
cu Cheese StarKebab,2,8/11/2025,starkebab_portmall
Suc Naturalis 200 ml,4,8/11/2025,starkebab_portmall
cu Star Kebab Pui,4,8/11/2025,starkebab_portmall
cu Lipie clasica,17,8/11/2025,starkebab_portmall
cu Lipie integrala,1,8/11/2025,starkebab_portmall
Roll Caesar ,5,8/11/2025,starkebab_portmall
Baiețel,1,8/11/2025,starkebab_portmall
cu ardei,2,8/11/2025,starkebab_portmall
Salată Caesar Creveți,2,8/11/2025,starkebab_portmall
Sos Alb,6,8/11/2025,starkebab_portmall
Sos Harira,1,8/11/2025,starkebab_portmall
Roll Fitness,2,8/11/2025,starkebab_portmall
Star Kebab Pulled Pork,16,8/11/2025,starkebab_portmall
Cheese StarKebab,7,8/11/2025,starkebab_portmall
Platou Pui,1,8/11/2025,starkebab_portmall
cu Sos Sweet Chilli,1,8/11/2025,starkebab_portmall
Roll cu Pui Crocant,10,8/11/2025,starkebab_portmall
Salata Cezar personal,1,8/11/2025,starkebab_portmall
Pui crocant,1,8/11/2025,starkebab_portmall
cu Sos Alb,5,8/11/2025,starkebab_portmall
La Pachet,5,8/11/2025,starkebab_portmall
cu Sos Harira,1,8/11/2025,starkebab_portmall
Plăcintă cu brânză și verdeață,5,8/11/2025,starkebab_portmall
cu Cartofi pai,7,8/11/2025,starkebab_portmall
Combo Star Kebab,6,8/11/2025,starkebab_portmall
Star Kebab Vânătoresc,3,8/11/2025,starkebab_portmall
Hot dog classic,10,8/11/2025,starkebab_portmall
Pachet kebab livrare,12,8/11/2025,starkebab_portmall
Roll cu Creveți,1,8/11/2025,starkebab_portmall
Pită Vegetariană,1,8/11/2025,starkebab_portmall
Star Sticks,4,8/11/2025,starkebab_portmall
Sos Caesar,1,8/11/2025,starkebab_portmall
cu TOPPING Carne Pui,2,8/11/2025,starkebab_portmall
Kids Box cu roll,3,8/11/2025,starkebab_portmall
Bowl hummus personal,1,8/11/2025,starkebab_portmall
Cartofi pai,10,8/11/2025,starkebab_portmall
Plăcintă cu vișină,3,8/11/2025,starkebab_portmall
Combo Cheese StarKebab_,1,8/11/2025,starkebab_portmall
Pită Vânătorească,1,8/11/2025,starkebab_portmall
Starburger Pui,1,8/11/2025,starkebab_portmall
Salată Grecească,1,8/11/2025,starkebab_portmall
Sos BBQ,1,8/11/2025,starkebab_portmall
Pachet wrap livrare,4,8/11/2025,starkebab_portmall
Hot dog double,1,8/11/2025,starkebab_portmall
Starburger de Vită,1,8/11/2025,starkebab_portmall
Fetiță,2,8/11/2025,starkebab_portmall
Combo Star Kebab,15,8/10/2025,starkebab_portmall
cu Lipie integrala,1,8/10/2025,starkebab_portmall
cu Cartofi pai,20,8/10/2025,starkebab_portmall
cu ardei,8,8/10/2025,starkebab_portmall
Pui crocant,10,8/10/2025,starkebab_portmall
Roll Caesar ,2,8/10/2025,starkebab_portmall
Star Kebab Pui,122,8/10/2025,starkebab_portmall
cu Cheese StarKebab,1,8/10/2025,starkebab_portmall
cu Sos BBQ,2,8/10/2025,starkebab_portmall
cu Star Kebab Pui,12,8/10/2025,starkebab_portmall
cu TOPPING Carne Porc,1,8/10/2025,starkebab_portmall
Fetiță,8,8/10/2025,starkebab_portmall
Suc Naturalis 200 ml,5,8/10/2025,starkebab_portmall
Hot dog double,4,8/10/2025,starkebab_portmall
Platou Pulled pork,1,8/10/2025,starkebab_portmall
cu Starburger Pui,1,8/10/2025,starkebab_portmall
Sos BBQ,1,8/10/2025,starkebab_portmall
fără castraveți murați,1,8/10/2025,starkebab_portmall
fără roșii,1,8/10/2025,starkebab_portmall
cu Lipie clasica,31,8/10/2025,starkebab_portmall
Gozleme cu carne de pui,5,8/10/2025,starkebab_portmall
Pită Grecească,1,8/10/2025,starkebab_portmall
Pită Vânătorească,1,8/10/2025,starkebab_portmall
cu Sos Sweet Chilli,2,8/10/2025,starkebab_portmall
Cartofi pai,27,8/10/2025,starkebab_portmall
Roll Fitness,4,8/10/2025,starkebab_portmall
Combo Starburger,1,8/10/2025,starkebab_portmall
Combo Star Kebab Vânătoresc_,2,8/10/2025,starkebab_portmall
Gozleme Vânătoresc,2,8/10/2025,starkebab_portmall
Sos Caesar,3,8/10/2025,starkebab_portmall
cu Sos Harira,1,8/10/2025,starkebab_portmall
Salată Grecească,1,8/10/2025,starkebab_portmall
Gozleme,1,8/10/2025,starkebab_portmall
cu Sos Tzatziki,1,8/10/2025,starkebab_portmall
Kids Box cu roll,15,8/10/2025,starkebab_portmall
cu TOPPING Cașcaval,5,8/10/2025,starkebab_portmall
Sos Burger,1,8/10/2025,starkebab_portmall
Star Kebab Vânătoresc,2,8/10/2025,starkebab_portmall
Star Sticks,7,8/10/2025,starkebab_portmall
Starburger Pui,7,8/10/2025,starkebab_portmall
Pită BBQ,3,8/10/2025,starkebab_portmall
Plăcintă cu brânză și verdeață,1,8/10/2025,starkebab_portmall
cu Sos Alb,13,8/10/2025,starkebab_portmall
cu Sos Burger,1,8/10/2025,starkebab_portmall
Starburger Vânătoresc,1,8/10/2025,starkebab_portmall
Pachet wrap livrare,3,8/10/2025,starkebab_portmall
La Pachet,10,8/10/2025,starkebab_portmall
Combo Star Kebab Pui_,2,8/10/2025,starkebab_portmall
Salată Caesar Creveți,3,8/10/2025,starkebab_portmall
cu TOPPING Carne Pui,5,8/10/2025,starkebab_portmall
Roll cu Creveți,5,8/10/2025,starkebab_portmall
Hot dog classic,6,8/10/2025,starkebab_portmall
Cheese StarKebab,4,8/10/2025,starkebab_portmall
Salată Caesar Pui,3,8/10/2025,starkebab_portmall
Sos Alb,16,8/10/2025,starkebab_portmall
Star Kebab Pulled Pork,26,8/10/2025,starkebab_portmall
Sos Harira,7,8/10/2025,starkebab_portmall
cu Star Kebab Pulled Pork,2,8/10/2025,starkebab_portmall
Roll cu Pui Crocant,13,8/10/2025,starkebab_portmall
Pachet kebab livrare,10,8/10/2025,starkebab_portmall
Baiețel,7,8/10/2025,starkebab_portmall
Platou Pui,4,8/10/2025,starkebab_portmall
Salată Caesar Pui,3,8/9/2025,starkebab_portmall
Platou Pui,3,8/9/2025,starkebab_portmall
Pită Grecească,2,8/9/2025,starkebab_portmall
Fetiță,5,8/9/2025,starkebab_portmall
cu TOPPING Carne Pui,12,8/9/2025,starkebab_portmall
Sos Alb,5,8/9/2025,starkebab_portmall
Combo Star Kebab,19,8/9/2025,starkebab_portmall
cu Cartofi pai,20,8/9/2025,starkebab_portmall
La Pachet,2,8/9/2025,starkebab_portmall
Plăcintă cu cartofi,2,8/9/2025,starkebab_portmall
Baiețel,5,8/9/2025,starkebab_portmall
Pui crocant,3,8/9/2025,starkebab_portmall
cu semințe,2,8/9/2025,starkebab_portmall
Cartofi pai,10,8/9/2025,starkebab_portmall
Pachet kebab livrare,4,8/9/2025,starkebab_portmall
Cheese StarKebab_,1,8/9/2025,starkebab_portmall
cu TOPPING Cașcaval,17,8/9/2025,starkebab_portmall
Hot dog classic,21,8/9/2025,starkebab_portmall
cu Star Kebab Pulled Pork,2,8/9/2025,starkebab_portmall
Salată Grecească,1,8/9/2025,starkebab_portmall
cu ardei,5,8/9/2025,starkebab_portmall
Salată Grecească *,1,8/9/2025,starkebab_portmall
Pachet wrap livrare,1,8/9/2025,starkebab_portmall
Hot dog double,5,8/9/2025,starkebab_portmall
Roll Caesar ,2,8/9/2025,starkebab_portmall
Starburger de Vită,3,8/9/2025,starkebab_portmall
Roll cu Creveți,1,8/9/2025,starkebab_portmall
Sos Sweet Chilli,1,8/9/2025,starkebab_portmall
Kids Box cu roll,10,8/9/2025,starkebab_portmall
Gozleme,1,8/9/2025,starkebab_portmall
Starburger Pui,4,8/9/2025,starkebab_portmall
Cheese StarKebab,9,8/9/2025,starkebab_portmall
Sos Harira,5,8/9/2025,starkebab_portmall
cu Star Kebab Vânătoresc,1,8/9/2025,starkebab_portmall
cu Sos Sweet Chilli,1,8/9/2025,starkebab_portmall
Salată Caesar Creveți,2,8/9/2025,starkebab_portmall
Gozleme cu carne de pui,1,8/9/2025,starkebab_portmall
cu crutoane,2,8/9/2025,starkebab_portmall
Pită BBQ,1,8/9/2025,starkebab_portmall
Platou Pulled pork *,1,8/9/2025,starkebab_portmall
Star Kebab Pulled Pork,26,8/9/2025,starkebab_portmall
Roll cu Pui Crocant *,1,8/9/2025,starkebab_portmall
cu Sos Alb,15,8/9/2025,starkebab_portmall
Star Kebab Veggie,1,8/9/2025,starkebab_portmall
Roll cu Pui Crocant,7,8/9/2025,starkebab_portmall
Combo Starburger,1,8/9/2025,starkebab_portmall
Star Kebab Vânătoresc,1,8/9/2025,starkebab_portmall
Suc Naturalis 200 ml,1,8/9/2025,starkebab_portmall
Star Kebab Pui,116,8/9/2025,starkebab_portmall
puțin ardei,3,8/9/2025,starkebab_portmall
cu Sos Muștar,1,8/9/2025,starkebab_portmall
Roll Fitness,9,8/9/2025,starkebab_portmall
fără roșii,1,8/9/2025,starkebab_portmall
Topping Carne Pui,1,8/9/2025,starkebab_portmall
Salată Caesar Pui *,1,8/9/2025,starkebab_portmall
Plăcintă cu brânză și verdeață,5,8/9/2025,starkebab_portmall
cu TOPPING Masline,1,8/9/2025,starkebab_portmall
cu Starburger Vânătoresc,1,8/9/2025,starkebab_portmall
cu Star Kebab Pui,16,8/9/2025,starkebab_portmall
cu Sos BBQ,3,8/9/2025,starkebab_portmall
fără castraveți murați,1,8/9/2025,starkebab_portmall
cu TOPPING Carne Porc,1,8/9/2025,starkebab_portmall
cu Lipie clasica,22,8/9/2025,starkebab_portmall
cu TOPPING Ceapă,4,8/9/2025,starkebab_portmall
Star Sticks,4,8/9/2025,starkebab_portmall
La Pachet,2,8/8/2025,starkebab_portmall
Pachet wrap livrare,1,8/8/2025,starkebab_portmall
cu Starburger Pui,1,8/8/2025,starkebab_portmall
Fetiță,3,8/8/2025,starkebab_portmall
Pachet kebab livrare,7,8/8/2025,starkebab_portmall
Star Sticks,4,8/8/2025,starkebab_portmall
Sos Alb,3,8/8/2025,starkebab_portmall
Hot dog classic,12,8/8/2025,starkebab_portmall
Falafel,2,8/8/2025,starkebab_portmall
Starburger Grecesc,1,8/8/2025,starkebab_portmall
Combo Star Kebab,4,8/8/2025,starkebab_portmall
cu Sos Harira,1,8/8/2025,starkebab_portmall
cu Cartofi pai,5,8/8/2025,starkebab_portmall
Sos Caesar,1,8/8/2025,starkebab_portmall
Cheese StarKebab,1,8/8/2025,starkebab_portmall
Star Kebab Vânătoresc,2,8/8/2025,starkebab_portmall
Salată Caesar Pui,3,8/8/2025,starkebab_portmall
Platou Pui,2,8/8/2025,starkebab_portmall
Roll cu Pui Crocant,4,8/8/2025,starkebab_portmall
Pui crocant,3,8/8/2025,starkebab_portmall
Star Kebab Veggie,4,8/8/2025,starkebab_portmall
cu Lipie clasica,10,8/8/2025,starkebab_portmall
Sos Sweet Chilli,1,8/8/2025,starkebab_portmall
Star Kebab Pui_,3,8/8/2025,starkebab_portmall
cu Sos Alb,4,8/8/2025,starkebab_portmall
cu Star Kebab Pui,4,8/8/2025,starkebab_portmall
Star Kebab Pui,35,8/8/2025,starkebab_portmall
Plăcintă cu brânză și verdeață,5,8/8/2025,starkebab_portmall
Sos Harira,1,8/8/2025,starkebab_portmall
Starburger Pui,1,8/8/2025,starkebab_portmall
Star Kebab Pulled Pork,12,8/8/2025,starkebab_portmall
cu ardei,1,8/8/2025,starkebab_portmall
Kids Box cu roll,3,8/8/2025,starkebab_portmall
cu TOPPING Ceapă,2,8/8/2025,starkebab_portmall
Sos Tzatziki,1,8/8/2025,starkebab_portmall
Roll Caesar ,2,8/8/2025,starkebab_portmall
Gozleme,1,8/8/2025,starkebab_portmall
Combo Starburger,1,8/8/2025,starkebab_portmall
Roll Fitness,3,8/8/2025,starkebab_portmall
Cartofi pai,2,8/8/2025,starkebab_portmall
Hot dog double,5,8/8/2025,starkebab_portmall
Starburger de Vită,1,8/8/2025,starkebab_portmall
Plăcintă cu cartofi,2,8/8/2025,starkebab_portmall
cu Ardei Jalapinio 10 gr GRATIS,2,8/8/2025,starkebab_portmall
Plăcintă cu vișină,2,8/8/2025,starkebab_portmall
cu TOPPING Cașcaval,1,8/8/2025,starkebab_portmall
Pită BBQ,1,8/8/2025,starkebab_portmall
Pită Vegetariană,1,8/8/2025,starkebab_portmall
Pită Grecească,1,8/8/2025,starkebab_portmall
Star Kebab Vânătoresc,1,8/7/2025,starkebab_portmall
Star Sticks,2,8/7/2025,starkebab_portmall
cu Star Kebab Pulled Pork,1,8/7/2025,starkebab_portmall
Pită Vegetariană,1,8/7/2025,starkebab_portmall
Pachet kebab livrare,8,8/7/2025,starkebab_portmall
Pită BBQ,1,8/7/2025,starkebab_portmall
cu Topping Ardei Iute Jalapeno,1,8/7/2025,starkebab_portmall
Salată Grecească,2,8/7/2025,starkebab_portmall
cu TOPPING Cașcaval,3,8/7/2025,starkebab_portmall
La Pachet,1,8/7/2025,starkebab_portmall
fără sos total,1,8/7/2025,starkebab_portmall
Plăcintă cu vișină,2,8/7/2025,starkebab_portmall
Pită Grecească,3,8/7/2025,starkebab_portmall
cu Sos BBQ,1,8/7/2025,starkebab_portmall
Cartofi pai,6,8/7/2025,starkebab_portmall
cu Starburger Pui,2,8/7/2025,starkebab_portmall
cu TOPPING Carne Porc,2,8/7/2025,starkebab_portmall
Combo Starburger,2,8/7/2025,starkebab_portmall
cu Lipie clasica,14,8/7/2025,starkebab_portmall
Roll Fitness,1,8/7/2025,starkebab_portmall
Suc Naturalis 200 ml,2,8/7/2025,starkebab_portmall
Star Kebab Pui,77,8/7/2025,starkebab_portmall
cu Cheese StarKebab,2,8/7/2025,starkebab_portmall
Hot dog double,4,8/7/2025,starkebab_portmall
cu Star Kebab Pui,1,8/7/2025,starkebab_portmall
cu Lipie integrala,2,8/7/2025,starkebab_portmall
Plăcintă cu brânză și verdeață,5,8/7/2025,starkebab_portmall
Pui crocant,3,8/7/2025,starkebab_portmall
cu Sos Alb,5,8/7/2025,starkebab_portmall
Combo Star Kebab,4,8/7/2025,starkebab_portmall
cu Cartofi pai,6,8/7/2025,starkebab_portmall
Starburger Pui,4,8/7/2025,starkebab_portmall
Star Kebab Pulled Pork,21,8/7/2025,starkebab_portmall
Platou Pui,2,8/7/2025,starkebab_portmall
Cheese StarKebab,6,8/7/2025,starkebab_portmall
Gozleme,1,8/7/2025,starkebab_portmall
Fetiță,1,8/7/2025,starkebab_portmall
Kids Box cu roll,2,8/7/2025,starkebab_portmall
Roll cu Pui Crocant,5,8/7/2025,starkebab_portmall
Salată Caesar Pui,5,8/7/2025,starkebab_portmall
